prediction_raw,actual_return,signal,overflow,pnl,cumulative_pnl
-3.5787356555252957e-07,-9.999999999940612e-08,-1.0,False,9.999999999940612e-08,-6.4000000000001556e-06
-4.7658567063063405e-07,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-3.19654058551774e-07,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-5.882329577479928e-07,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-3.970775144002743e-07,0.0,-1.0,False,-0.0,-6.4000000000001556e-06
-4.712581029881045e-07,-2.999999999999531e-07,-1.0,False,2.999999999999531e-07,-6.1000000000002025e-06
-6.188085633485972e-07,0.0,-1.0,False,-0.0,-6.1000000000002025e-06
-2.967802626952612e-07,0.0,-1.0,False,-0.0,-6.1000000000002025e-06
-9.450641731095927e-08,-2.0000000000054696e-07,-1.0,False,2.0000000000054696e-07,-5.8999999999996555e-06
2.451260199003006e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-5.999999999999062e-06
1.1703276310382885e-07,-5.999999999999062e-07,1.0,False,-5.999999999999062e-07,-6.599999999998968e-06
5.115044020267789e-07,0.0,1.0,False,0.0,-6.599999999998968e-06
2.76338617284251e-07,0.0,1.0,False,0.0,-6.599999999998968e-06
6.75211290346682e-08,-1.0000000000114084e-07,1.0,False,-1.0000000000114084e-07,-6.700000000000109e-06
1.0272940215051576e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-6.799999999999515e-06
1.3365245781476348e-07,0.0,1.0,False,0.0,-6.799999999999515e-06
1.8264291678845926e-07,-2.999999999999531e-07,1.0,False,-2.999999999999531e-07,-7.099999999999468e-06
8.680460756686761e-08,-2.0000000000054696e-07,1.0,False,-2.0000000000054696e-07,-7.300000000000015e-06
2.290275002848308e-07,0.0,1.0,False,0.0,-7.300000000000015e-06
8.298265686679205e-08,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-7.399999999999421e-06
-2.1889354009523652e-07,-5.000000000005e-07,-1.0,False,5.000000000005e-07,-6.899999999998921e-06
-2.2086242378921486e-07,-1.9999999999881224e-07,-1.0,False,1.9999999999881224e-07,-6.700000000000109e-06
-4.843453887186662e-07,-1.0000000000114084e-07,-1.0,False,1.0000000000114084e-07,-6.599999999998968e-06
-5.421958243152645e-07,-1.9999999999881224e-07,-1.0,False,1.9999999999881224e-07,-6.4000000000001556e-06
-6.560436285023637e-07,-2.999999999999531e-07,-1.0,False,2.999999999999531e-07,-6.1000000000002025e-06
-7.572674137104255e-07,0.0,-1.0,False,-0.0,-6.1000000000002025e-06
-9.407789556579928e-07,-1.0000000000114084e-07,-1.0,False,1.0000000000114084e-07,-5.999999999999062e-06
-1.1707329894458722e-06,0.0,-1.0,False,-0.0,-5.999999999999062e-06
